entity_code,entity_name,facility_name,period_key,revenue,cogs,gross_profit,gross_margin_pct,opex,ebitda,ebit,ebitda_margin_pct,da,interest_expense,monthly_debt_service,dscr,covenant_min_dscr,dscr_headroom,covenant_health_status,rolling_3m_ebitda,ttm_revenue,ttm_ebitda,pop_revenue_growth_pct
DURA_US,DuraCorp Industrial Systems,Senior Secured Term Loan A,2025-02,3806001.9,1750760.87,2055241.03,54.0,827540.0,1227701.03,1107701.03,32.26,120000.0,280000.0,680000.0,1.805,1.25,0.555,HEALTHY,1174035.35,43817148.5,13837040.19,1.59
DURA_US,DuraCorp Industrial Systems,Senior Secured Term Loan A,2025-03,3879380.44,1784515.0,2094865.44,54.0,829150.0,1265715.44,1145715.44,32.63,120000.0,277500.0,677500.0,1.868,1.25,0.618,HEALTHY,1230198.07,44001132.12,13917071.35,1.93
DURA_US,DuraCorp Industrial Systems,Senior Secured Term Loan A,2025-04,4037533.27,1857265.3,2180267.97,54.0,830760.0,1349507.97,1229507.97,33.42,120000.0,275000.0,675000.0,1.999,1.25,0.749,HEALTHY,1280974.81,44356450.35,14089623.2,4.08
DURA_US,DuraCorp Industrial Systems,Senior Secured Term Loan A,2025-05,4009935.84,1844570.49,2165365.35,54.0,832370.0,1332995.35,1212995.35,33.24,120000.0,272500.0,672500.0,1.982,1.25,0.732,HEALTHY,1316072.92,44662681.2,14235667.86,-0.68
DURA_US,DuraCorp Industrial Systems,Senior Secured Term Loan A,2025-06,1997483.72,1056668.89,940814.83,47.1,788900.0,151914.83,31914.83,7.61,120000.0,270000.0,670000.0,0.227,1.25,-1.023,BREACH_ALERT,944806.05,42922225.22,13183755.25,-50.19
DURA_US,DuraCorp Industrial Systems,Senior Secured Term Loan A,2025-07,2051761.41,1085381.79,966379.62,47.1,788900.0,177479.62,57479.62,8.65,120000.0,267500.0,667500.0,0.266,1.25,-0.984,BREACH_ALERT,554129.93,41287476.8,12186789.56,2.72
DURA_US,DuraCorp Industrial Systems,Senior Secured Term Loan A,2025-08,1994527.85,1055105.23,939422.62,47.1,788900.0,150522.62,30522.62,7.55,120000.0,265000.0,665000.0,0.226,1.25,-1.024,BREACH_ALERT,159972.36,39684355.44,11212461.61,-2.79
DURA_US,DuraCorp Industrial Systems,Senior Secured Term Loan A,2025-09,2015916.07,1066419.6,949496.47,47.1,788900.0,160596.47,40596.47,7.97,120000.0,262500.0,662500.0,0.242,1.25,-1.008,BREACH_ALERT,162866.24,38196073.97,10300281.41,1.07
DURA_US,DuraCorp Industrial Systems,Senior Secured Term Loan A,2025-10,3633477.32,1671399.57,1962077.75,54.0,840420.0,1121657.75,1001657.75,30.87,120000.0,260000.0,660000.0,1.699,1.25,0.449,HEALTHY,477592.28,38292184.64,10332861.17,80.24
DURA_US,DuraCorp Industrial Systems,Senior Secured Term Loan A,2025-11,3774407.9,1736227.64,2038180.26,54.0,842030.0,1196150.26,1076150.26,31.69,120000.0,257500.0,657500.0,1.819,1.25,0.569,HEALTHY,826134.83,38505342.42,10428646.36,3.88
DURA_US,DuraCorp Industrial Systems,Senior Secured Term Loan A,2025-12,3891456.99,1790070.22,2101386.77,54.0,843640.0,1257746.77,1137746.77,32.32,120000.0,255000.0,655000.0,1.92,1.25,0.67,HEALTHY,1191851.59,38838378.53,10589165.85,3.1
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2024-01,2812049.95,1349783.97,1462265.98,52.0,707246.67,755019.31,657288.31,26.85,97731.0,183698.09,455723.09,1.657,1.2,0.457,HEALTHY,755019.31,2812049.95,755019.31,0.0
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2024-02,3003221.15,1441546.15,1561675.0,52.0,717272.66,844402.34,745483.34,28.12,98919.0,184603.0,456628.0,1.849,1.2,0.649,HEALTHY,799710.83,5815271.1,1599421.65,6.8
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2024-03,2954734.08,1418272.36,1536461.72,52.0,709285.33,827176.39,729553.39,27.99,97623.0,180873.72,452898.72,1.826,1.2,0.626,HEALTHY,808866.01,8770005.18,2426598.04,-1.61
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2024-04,3041844.2,1460085.22,1581758.98,52.0,711743.76,870015.22,772248.22,28.6,97767.0,179827.92,451852.92,1.925,1.2,0.725,HEALTHY,847197.98,11811849.38,3296613.26,2.95
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2024-05,3060085.57,1468841.07,1591244.5,52.0,714272.0,876972.5,779052.5,28.66,97920.0,178794.66,450819.66,1.945,1.2,0.745,HEALTHY,858054.7,14871934.95,4173585.76,0.6
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2024-06,2968429.62,1424846.23,1543583.39,52.0,715686.4,827896.99,729976.99,27.89,97920.0,177480.0,449505.0,1.842,1.2,0.642,HEALTHY,858294.9,17840364.57,5001482.75,-3.0
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2024-07,2847823.72,1366955.38,1480868.34,52.0,708664.32,772204.02,675436.02,27.12,96768.0,174092.8,446117.8,1.731,1.2,0.531,HEALTHY,825691.17,20688188.29,5773686.77,-4.06
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2024-08,2889813.67,1387110.56,1502703.11,52.0,715213.2,787489.91,690019.91,27.25,97470.0,174047.12,446072.12,1.765,1.2,0.565,HEALTHY,795863.64,23578001.96,6561176.68,1.47
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2024-09,2812538.5,1350018.48,1462520.02,52.0,719466.41,743053.61,645196.61,26.42,97857.0,173424.35,445449.35,1.668,1.2,0.468,HEALTHY,767582.51,26390540.46,7304230.29,-2.67
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2024-10,2832134.9,1359424.75,1472710.15,52.0,713653.2,759056.95,662180.95,26.8,96876.0,170385.15,442410.15,1.716,1.2,0.516,HEALTHY,763200.16,29222675.36,8063287.24,0.7
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2024-11,2747787.71,1318938.1,1428849.61,52.0,703161.55,725688.06,630423.06,26.41,95265.0,166272.7,438297.7,1.656,1.2,0.456,HEALTHY,742599.54,31970463.07,8788975.3,-2.98
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2024-12,2809367.05,1348496.18,1460870.87,52.0,706800.64,754070.23,658499.23,26.84,95571.0,165523.66,437548.66,1.723,1.2,0.523,HEALTHY,746271.75,34779830.12,9543045.53,2.24
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2025-01,2933228.49,1407949.67,1525278.82,52.0,709915.05,815363.77,719558.77,27.8,95805.0,164642.67,436667.67,1.867,1.2,0.667,HEALTHY,765040.69,34901008.66,9603389.99,4.41
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2025-02,3102895.31,1489389.75,1613505.56,52.0,723192.86,890312.7,792905.7,28.69,97407.0,166087.95,438112.95,2.032,1.2,0.832,HEALTHY,819915.57,35000682.82,9649300.35,5.78
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2025-03,3103435.72,1489649.15,1613786.57,52.0,721185.4,892601.17,795653.17,28.76,96948.0,164003.7,436028.7,2.047,1.2,0.847,HEALTHY,866092.55,35149384.46,9714725.13,0.02
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2025-04,3190964.02,1531662.73,1659301.29,52.0,724531.08,934770.21,837561.21,29.29,97209.0,163140.11,435165.11,2.148,1.2,0.948,HEALTHY,905894.69,35298504.28,9779480.12,2.82
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2025-05,3151669.76,1512801.48,1638868.28,52.0,726674.52,912193.76,814885.76,28.94,97308.0,161999.8,434024.8,2.102,1.2,0.902,HEALTHY,913188.38,35390088.47,9814701.38,-1.23
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2025-06,3186395.44,1529469.81,1656925.63,52.0,727137.32,929788.31,832606.31,29.18,97182.0,160485.28,432510.28,2.15,1.2,0.95,HEALTHY,925584.09,35608054.29,9916592.7,1.1
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2025-07,3122189.02,1498650.73,1623538.29,52.0,728878.41,894659.88,797432.88,28.65,97227.0,159254.23,431279.23,2.074,1.2,0.874,HEALTHY,912213.98,35882419.59,10039048.56,-2.02
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2025-08,3002343.24,1441124.75,1561218.49,52.0,734338.8,826879.69,729112.69,27.54,97767.0,158826.11,430851.11,1.919,1.2,0.719,HEALTHY,883775.96,35994949.16,10078438.34,-3.84
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2025-09,3052929.97,1465406.38,1587523.59,52.0,738392.46,849131.13,751013.13,27.81,98118.0,158079.0,430104.0,1.974,1.2,0.774,HEALTHY,856890.23,36235340.63,10184515.86,1.68
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2025-10,2941501.72,1411920.82,1529580.9,52.0,738995.4,790585.5,692575.5,26.88,98010.0,156589.13,428614.13,1.845,1.2,0.645,HEALTHY,822198.77,36344707.45,10216044.41,-3.65
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2025-11,2968147.23,1424710.67,1543436.56,52.0,739731.2,803705.36,705785.36,27.08,97920.0,155130.66,427155.66,1.882,1.2,0.682,HEALTHY,814474.0,36565066.97,10294061.71,0.91
LOGI_EU,LogiTrans European Logistics GmbH,Euro Term Loan B,2025-12,3167191.51,1520251.92,1646939.59,52.0,747003.92,899935.67,801241.67,28.41,98694.0,155031.83,427056.83,2.107,1.2,0.907,HEALTHY,831408.84,36922891.43,10439927.15,6.71
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2024-01,2269082.78,726106.5,1542976.28,68.0,807065.91,735910.37,640022.87,32.43,95887.5,173130.21,403656.21,1.823,1.35,0.473,HEALTHY,735910.37,2269082.78,735910.37,0.0
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2024-02,2426641.33,776525.23,1650116.1,68.0,818101.37,832014.73,735009.73,34.29,97005.0,173886.86,404412.86,2.057,1.35,0.707,HEALTHY,783962.55,4695724.11,1567925.1,6.94
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2024-03,2399671.57,767894.9,1631776.67,68.0,812315.83,819460.84,723333.34,34.15,96127.5,171064.23,401590.23,2.041,1.35,0.691,HEALTHY,795795.31,7095395.68,2387385.94,-1.11
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2024-04,2433538.69,778732.38,1654806.31,68.0,810755.57,844050.74,748298.24,34.68,95752.5,169152.12,399678.12,2.112,1.35,0.762,HEALTHY,831842.1,9528934.37,3231436.68,1.41
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2024-05,2480971.06,793910.74,1687060.32,68.0,817390.98,869669.34,773324.34,35.05,96345.0,168946.31,399472.31,2.177,1.35,0.827,HEALTHY,844393.64,12009905.43,4101106.02,1.95
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2024-06,2480959.46,793907.03,1687052.43,68.0,826150.25,860902.18,763717.18,34.7,97185.0,169155.9,399681.9,2.154,1.35,0.804,HEALTHY,858207.42,14490864.89,4962008.2,-0.0
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2024-07,2395682.97,766618.55,1629064.42,68.0,826696.96,802367.46,705309.96,33.49,97057.5,167672.23,398198.23,2.015,1.35,0.665,HEALTHY,844312.99,16886547.86,5764375.66,-3.44
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2024-08,2369090.27,758108.89,1610981.38,68.0,827431.42,783549.96,686597.46,33.07,96952.5,166230.45,396756.45,1.975,1.35,0.625,HEALTHY,815606.53,19255638.13,6547925.62,-1.11
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2024-09,2333641.37,746765.24,1586876.13,68.0,816233.42,770642.71,675190.21,33.02,95452.5,162417.74,392943.74,1.961,1.35,0.611,HEALTHY,785520.04,21589279.5,7318568.33,-1.5
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2024-10,2308621.57,738758.91,1569862.66,68.0,822335.22,747527.44,651549.94,32.38,95977.5,162063.35,392589.35,1.904,1.35,0.554,HEALTHY,767240.04,23897901.07,8066095.77,-1.07
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2024-11,2253994.34,721278.19,1532716.15,68.0,813452.72,719263.43,624508.43,31.91,94755.0,158767.27,389293.27,1.848,1.35,0.498,HEALTHY,745811.19,26151895.41,8785359.2,-2.37
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2024-12,2279785.76,729531.44,1550254.32,68.0,798852.1,751402.22,658529.72,32.96,92872.5,154405.69,384931.69,1.952,1.35,0.602,HEALTHY,739397.7,28431681.17,9536761.42,1.14
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2025-01,2392095.43,765470.53,1626624.9,68.0,810689.8,815935.1,721870.1,34.11,94065.0,155165.45,385691.45,2.116,1.35,0.766,HEALTHY,762200.25,28554693.82,9616786.15,4.93
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2025-02,2495955.67,798705.81,1697249.86,68.0,805987.98,891261.88,797924.38,35.71,93337.5,152752.01,383278.01,2.325,1.35,0.975,HEALTHY,819533.07,28624008.16,9676033.3,4.34
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2025-03,2518868.83,806038.03,1712830.8,68.0,803078.64,909752.16,816932.16,36.12,92820.0,150698.43,381224.43,2.386,1.35,1.036,HEALTHY,872316.38,28743205.42,9766324.62,0.92
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2025-04,2603074.29,832983.77,1770090.52,68.0,825053.04,945037.48,849862.48,36.3,95175.0,153284.63,383810.63,2.462,1.35,1.112,HEALTHY,915350.51,28912741.02,9867311.36,3.34
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2025-05,2604718.24,833509.84,1771208.4,68.0,824697.72,946510.68,851560.68,36.34,94950.0,151687.9,382213.9,2.476,1.35,1.126,HEALTHY,933766.77,29036488.2,9944152.7,0.06
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2025-06,2499742.39,799917.56,1699824.83,68.0,819766.08,880058.75,785858.75,35.21,94200.0,149265.14,379791.14,2.317,1.35,0.967,HEALTHY,923868.97,29055271.13,9963309.27,-4.03
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2025-07,2520919.03,806694.09,1714224.94,68.0,839593.57,874631.37,778338.87,34.69,96292.5,151329.02,381855.02,2.29,1.35,0.94,HEALTHY,900400.27,29180507.19,10035573.18,0.85
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2025-08,2491207.58,797186.42,1694021.16,68.0,843570.0,850451.16,753888.66,34.14,96562.5,150498.03,381024.03,2.232,1.35,0.882,HEALTHY,868380.43,29302624.5,10102474.38,-1.18
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2025-09,2420730.49,774633.76,1646096.73,68.0,844076.27,802020.46,705585.46,33.13,96435.0,149045.65,379571.65,2.113,1.35,0.763,HEALTHY,842367.66,29389713.62,10133852.13,-2.83
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2025-10,2405179.33,769657.38,1635521.95,68.0,847998.4,787523.55,690826.05,32.74,96697.5,148194.3,378720.3,2.079,1.35,0.729,HEALTHY,813331.72,29486271.38,10173848.24,-0.64
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2025-11,2438102.85,780192.91,1657909.94,68.0,839211.03,818698.91,723186.41,33.58,95512.5,145136.55,375662.55,2.179,1.35,0.829,HEALTHY,802747.64,29670379.89,10273283.72,1.37
MED_UK,CloudMed HealthTech Ltd,Syndicated Growth Debt Facility,2025-12,2546395.69,814846.62,1731549.07,68.0,854416.58,877132.49,780074.99,34.45,97057.5,146222.52,376748.52,2.328,1.35,0.978,HEALTHY,827784.98,29936989.82,10399013.99,4.44
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2024-01,1192714.12,524794.21,667919.91,56.0,336672.0,331247.91,286247.91,27.77,45000.0,100000.0,200000.0,1.656,1.2,0.456,HEALTHY,331247.91,1192714.12,331247.91,0.0
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2024-02,1222473.06,537888.15,684584.91,56.0,337344.0,347240.91,302240.91,28.4,45000.0,99333.33,199333.33,1.742,1.2,0.542,HEALTHY,339244.41,2415187.18,678488.82,2.5
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2024-03,1270998.0,559239.12,711758.88,56.0,338016.0,373742.88,328742.88,29.41,45000.0,98666.67,198666.67,1.881,1.2,0.681,HEALTHY,350743.9,3686185.18,1052231.7,3.97
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2024-04,1287357.19,566437.16,720920.03,56.0,338688.0,382232.03,337232.03,29.69,45000.0,98000.0,198000.0,1.93,1.2,0.73,HEALTHY,367738.61,4973542.37,1434463.73,1.29
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2024-05,1259572.5,554211.9,705360.6,56.0,339360.0,366000.6,321000.6,29.06,45000.0,97333.33,197333.33,1.855,1.2,0.655,HEALTHY,373991.84,6233114.87,1800464.33,-2.16
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2024-06,1250363.02,550159.73,700203.29,56.0,340032.0,360171.29,315171.29,28.81,45000.0,96666.67,196666.67,1.831,1.2,0.631,HEALTHY,369467.97,7483477.89,2160635.62,-0.73
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2024-07,1222642.39,537962.65,684679.74,56.0,340704.0,343975.74,298975.74,28.13,45000.0,96000.0,196000.0,1.755,1.2,0.555,HEALTHY,356715.88,8706120.28,2504611.36,-2.22
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2024-08,1227827.13,540243.94,687583.19,56.0,341376.0,346207.19,301207.19,28.2,45000.0,95333.33,195333.33,1.772,1.2,0.572,HEALTHY,350118.07,9933947.41,2850818.55,0.42
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2024-09,1202198.16,528967.19,673230.97,56.0,342048.0,331182.97,286182.97,27.55,45000.0,94666.67,194666.67,1.701,1.2,0.501,HEALTHY,340455.3,11136145.57,3182001.52,-2.09
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2024-10,1200712.9,528313.68,672399.22,56.0,342720.0,329679.22,284679.22,27.46,45000.0,94000.0,194000.0,1.699,1.2,0.499,HEALTHY,335689.79,12336858.47,3511680.74,-0.12
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2024-11,1201071.21,528471.33,672599.88,56.0,343392.0,329207.88,284207.88,27.41,45000.0,93333.33,193333.33,1.703,1.2,0.503,HEALTHY,330023.36,13537929.68,3840888.62,0.03
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2024-12,1229542.73,540998.8,688543.93,56.0,344064.0,344479.93,299479.93,28.02,45000.0,92666.67,192666.67,1.788,1.2,0.588,HEALTHY,334455.68,14767472.41,4185368.55,2.37
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2025-01,1264056.34,556184.79,707871.55,56.0,344736.0,363135.55,318135.55,28.73,45000.0,92000.0,192000.0,1.891,1.2,0.691,HEALTHY,345607.79,14838814.63,4217256.19,2.81
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2025-02,1321338.29,581388.85,739949.44,56.0,345408.0,394541.44,349541.44,29.86,45000.0,91333.33,191333.33,2.062,1.2,0.862,HEALTHY,367385.64,14937679.86,4264556.72,4.53
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2025-03,1340072.5,589631.9,750440.6,56.0,346080.0,404360.6,359360.6,30.17,45000.0,90666.67,190666.67,2.121,1.2,0.921,HEALTHY,387345.86,15006754.36,4295174.44,1.42
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2025-04,1369661.48,602651.05,767010.43,56.0,346752.0,420258.43,375258.43,30.68,45000.0,90000.0,190000.0,2.212,1.2,1.012,HEALTHY,406386.82,15089058.65,4333200.84,2.21
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2025-05,1335919.07,587804.39,748114.68,56.0,347424.0,400690.68,355690.68,29.99,45000.0,89333.33,189333.33,2.116,1.2,0.916,HEALTHY,408436.57,15165405.22,4367890.92,-2.46
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2025-06,1358765.65,597856.88,760908.77,56.0,348096.0,412812.77,367812.77,30.38,45000.0,88666.67,188666.67,2.188,1.2,0.988,HEALTHY,411253.96,15273807.85,4420532.4,1.71
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2025-07,1312024.89,577290.95,734733.94,56.0,348768.0,385965.94,340965.94,29.42,45000.0,88000.0,188000.0,2.053,1.2,0.853,HEALTHY,399823.13,15363190.35,4462522.6,-3.44
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2025-08,1291060.13,568066.46,722993.67,56.0,349440.0,373553.67,328553.67,28.93,45000.0,87333.33,187333.33,1.994,1.2,0.794,HEALTHY,390777.46,15426423.35,4489869.08,-1.6
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2025-09,1269039.78,558377.5,710662.28,56.0,350112.0,360550.28,315550.28,28.41,45000.0,86666.67,186666.67,1.932,1.2,0.732,HEALTHY,373356.63,15493264.97,4519236.39,-1.71
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2025-10,1271517.41,559467.66,712049.75,56.0,350784.0,361265.75,316265.75,28.41,45000.0,86000.0,186000.0,1.942,1.2,0.742,HEALTHY,365123.23,15564069.48,4550822.92,0.2
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2025-11,1274380.63,560727.48,713653.15,56.0,351456.0,362197.15,317197.15,28.42,45000.0,85333.33,185333.33,1.954,1.2,0.754,HEALTHY,361337.73,15637378.9,4583812.19,0.23
RETAIL_US,Apex Omnichannel Retail Corp,Asset-Based Senior Revolver,2025-12,1327717.43,584195.67,743521.76,56.0,352128.0,391393.76,346393.76,29.48,45000.0,84666.67,184666.67,2.119,1.2,0.919,HEALTHY,371618.89,15735553.6,4630726.02,4.19
